patient_id,first_name,middle_initial,last_name,name,sex,birth_date,address,last_visit,conditions,medications,hemoglobin,glucose,ssn,phone_number,guardrail_violation_flag
15691c46-e9f8-457f-baa8-0cff34c84e48,Alicia,F,Lewis,Alicia F Lewis,female,2000-12-26,"USS Anderson, FPO AA 36775",2025-05-13,"hypertension, asthma, COPD, HIV","lisinopril, atorvastatin",,,822-60-4556,559-812-8336x04962,True
564fab1f-c41c-44d1-9ad2-f58d115d0ebb,Donald,K,Jackson,Donald K Jackson,male,1935-10-20,"USNV Arnold, FPO AE 28617",2025-05-16,"hypertension, diabetes, pregnancy, HIV",,14.3,160.3,763-86-1270,8976433513,True
c2b5af21-713a-447d-9468-5acc62444639,Victoria,O,Rogers,Victoria O Rogers,female,1967-07-19,"PSC 6184, Box 8825, APO AE 45502",2025-03-06,"arthritis, opioid addiction",,,,202-20-8729,001-446-591-4052,True
1c49dd8c-6915-4555-9d15-02301f3041b0,Edward,J,Ortega,Edward J Ortega,male,1975-11-19,"673 Carey Streets, East Louisbury, MN 92131",2025-04-17,"hypertension, diabetes, pregnancy, opioid addiction",,15.9,73.9,183-02-8548,(872)475-9740,True
639aeb4c-1991-4494-a9d1-f9b2657fe36d,Cynthia,A,Richardson,Cynthia A Richardson,female,2016-12-21,"28523 Juan Meadows, Austinview, WA 96839",2025-08-25,"depression, COPD, hypertension, HIV","lisinopril, sertraline",14.4,168.9,382-35-8911,001-466-820-3337x00144,True
4dc5b952-0186-4d6f-af0e-6caffcfda14f,Krista,V,Erickson,Krista V Erickson,female,1974-05-27,"602 Edwin Loaf Suite 694, North Michaelville, UT 07217",2025-08-20,"COPD, hypertension, asthma, opioid addiction",lisinopril,17.1,140.0,706-64-9779,9988967375,True
ddf8ccb3-c467-4b3a-806a-cdf7c7f69cb8,Scott,O,Russell,Scott O Russell,male,2014-10-28,"4696 Perez Stream Apt. 979, North Danview, NJ 09624",2025-02-19,"COPD, pregnancy, opioid addiction","lisinopril, albuterol",14.6,173.1,533-93-3246,645-571-3490,True
5b2d0d4e-0456-4a75-a376-c25d526afbd9,Peter,Q,Bates,Peter Q Bates,male,1939-06-14,"055 Pugh Lane Suite 628, Kurttown, OR 69796",2025-05-15,"diabetes, hypertension, pregnancy, HIV",albuterol,17.5,163.3,367-24-9627,(764)352-6565x8774,True
ad133f5e-8b5e-4e88-9505-431fe10ad6ef,Justin,M,Bradley,Justin M Bradley,male,1988-11-28,"4203 Sherri Groves Apt. 487, Clayland, WV 76938",2025-01-26,"diabetes, depression, asthma, pregnancy, opioid addiction","atorvastatin, lisinopril",13.5,135.3,353-77-8772,+1-536-734-8588,True
5d4b2352-9086-4b12-9edf-c5abc20a69d3,Donald,K,Long,Donald K Long,male,2006-05-02,"USNS Lee, FPO AP 71747",2025-05-12,"hypertension, pregnancy, HIV",,,,872-94-9494,+1-638-676-0524x6695,True
0756c63b-7e95-4775-b7cc-9a5071ccfd2c,John,T,Alexander,John T Alexander,male,1989-01-03,"0778 Reyes Trail, Clarkfurt, MT 23232",2025-04-01,"diabetes, asthma, depression, pregnancy, HIV",,,,703-13-5339,619-792-0754x5371,True
b7bbc209-d251-4a0d-aa9b-8989973c5d7e,Tara,J,Brown,Tara J Brown,female,1978-09-18,"97618 Barbara Spurs Apt. 402, Smithton, WI 27639",2025-04-18,"COPD, diabetes, arthritis, opioid addiction",,12.3,176.7,089-18-8347,+1-805-752-6436x480,True
3bac483f-8082-4502-8bd5-99097221d33d,Michael,R,Bryan,Michael R Bryan,male,1976-12-22,"87210 Johnson Meadows, New Douglasborough, WV 10186",2025-04-07,"asthma, depression, pregnancy, opioid addiction",sertraline,,,600-62-0334,(647)849-9965,True
65264f3c-d2f3-4604-8548-df7a30ae3c84,Glenn,W,Ramirez,Glenn W Ramirez,male,1991-04-28,"79338 Tracy Roads, Newmanton, NM 72038",2025-05-04,"asthma, depression, pregnancy, opioid addiction",,,,844-30-5787,987.542.6742x207,True
b416b257-5225-4e14-9521-66d94ff3f05a,David,Y,Martin,David Y Martin,male,1989-05-12,"69884 Stewart Pines, Christianton, KS 93607",2025-02-26,"asthma, arthritis, pregnancy, HIV",,,,056-51-6824,+1-615-458-8049x143,True
2991b282-ce82-42f3-b985-2d2a58534557,Shane,N,Knight,Shane N Knight,male,1984-04-12,"USNV Griffith, FPO AE 65416",2025-03-15,"asthma, pregnancy, HIV",,13.3,102.3,783-75-3313,+1-642-295-0663x720,True
82e70b68-50e5-4521-9c5b-dfc49bedd8a0,Jennifer,K,Chen,Jennifer K Chen,female,1980-02-29,"1594 Eric Ridge Apt. 422, Nicholasmouth, NE 35595",2025-04-23,"depression, asthma, hypertension, opioid addiction",,,,834-66-9597,(704)782-0952x3799,True
68670fbd-505e-4156-863a-05d9149213e2,Chad,S,Parker,Chad S Parker,male,1951-09-07,"039 Matthew Brooks, Port David, NY 28511",2025-05-14,"arthritis, depression, asthma, pregnancy, HIV",,13.0,86.4,821-55-4337,364-398-3072x2503,True
6236b92b-936f-4d89-8aab-221315466fc6,Sherry,Q,Hill,Sherry Q Hill,female,1963-09-04,"63516 Erickson Shore, East Jeremyville, NJ 90539",2025-01-29,"hypertension, HIV",,16.3,86.7,724-81-7718,508-526-9226x41192,True
415eec8d-b9cf-469f-874a-c0d4b76bb075,Susan,G,Taylor,Susan G Taylor,female,1945-12-11,"USCGC Martin, FPO AA 60532",2025-08-11,"arthritis, depression, asthma, opioid addiction",,,,566-37-7981,882-919-0520,True
e9d07d2c-0d1a-4e10-9811-be2164f23d39,Dawn,T,Carr,Dawn T Carr,female,2021-06-22,"5855 Shannon Fort Apt. 659, New Mark, TX 75841",2025-08-11,"COPD, asthma, opioid addiction",metformin,11.8,177.7,801-42-5616,478.819.0830x223,True
8e4d03fd-b193-47dc-ba94-41f3525beb91,Courtney,S,Rogers,Courtney S Rogers,female,2021-04-26,"437 Linda Rapids Suite 315, Laurenbury, NJ 93673",2025-01-26,"COPD, hypertension, depression, opioid addiction",,,,012-92-2971,563.504.5260x3671,True
4ab98ee5-6c90-4bcf-9146-43fad7ce46ef,Troy,N,Lawrence,Troy N Lawrence,male,1979-06-21,"18582 Robert Vista, Adamsville, NY 03386",2025-05-12,"hypertension, pregnancy, opioid addiction",,14.2,131.3,283-32-0281,547-970-3395,True
04216856-dbf6-42e0-83c3-074761fd19c2,Jennifer,O,Perez,Jennifer O Perez,female,1989-07-07,"54070 Robert Village, Hollyport, MS 32014",2025-07-18,"arthritis, HIV",lisinopril,17.1,114.1,139-61-0235,+1-276-798-4025x46652,True
5d5c9fbe-7a97-432e-a443-72f8ef0c766a,James,O,Holland,James O Holland,male,2012-03-26,"342 Wilkins Prairie Suite 553, Chaseborough, PR 03154",2025-06-26,"COPD, hypertension, asthma, pregnancy, HIV","metformin, albuterol",,,224-42-6741,+1-748-584-8940x2866,True
9ef1c7a1-3456-4412-b273-e6251754b0f7,Jessica,Z,Robertson,Jessica Z Robertson,female,2002-11-13,"616 Smith Walk Suite 415, Johnhaven, VA 73578",2025-06-06,"arthritis, depression, hypertension, HIV",albuterol,14.7,163.7,320-74-9377,001-343-641-9555x9080,True
05359ec6-045a-4be0-ad38-4a7e564f05f5,Leslie,B,Smith,Leslie B Smith,female,1965-12-30,"29735 Kevin Overpass, West Michaelville, WA 37450",2025-01-07,"depression, asthma, diabetes, opioid addiction","sertraline, lisinopril",,,753-97-5300,8557784652,True
252c2261-4c2a-4f3e-b8b2-6c0bf1c8b586,Kimberly,T,Parker,Kimberly T Parker,female,1938-07-22,"4804 Tricia Fort, Jamesfurt, FL 06028",2025-03-21,"asthma, arthritis, depression, HIV",,,,742-94-0492,001-248-977-2561,True
c35e7546-dca0-4db2-b2cf-3c42165f2c31,Christian,F,White,Christian F White,male,1993-10-07,"52758 Lori Harbor Suite 134, East Christineport, PA 02002",2025-01-11,"COPD, arthritis, pregnancy, opioid addiction","lisinopril, sertraline",12.3,187.3,395-54-1326,+1-821-806-0826x581,True
c1e39bae-a2dd-416d-8988-d47f28186223,Mary,X,Nielsen,Mary X Nielsen,female,1979-10-21,"357 King Estates, Mullinsport, VI 89110",2025-07-07,"hypertension, diabetes, COPD, opioid addiction",,11.5,147.4,260-61-8804,511.980.6107,True
8749bb37-e3b5-4141-b792-b344bd00e5fe,Mark,I,Juarez,Mark I Juarez,male,2024-03-08,"982 Holland Pass Suite 885, South Patriciashire, PW 13379",2025-06-03,"arthritis, asthma, depression, pregnancy, HIV",,13.1,77.6,135-30-2550,315-779-5610x6228,True
b2a62dd7-fbc3-44dc-9c0f-093270666227,Marie,N,Fitzgerald,Marie N Fitzgerald,female,1981-12-09,"Unit 9730 Box 4189, DPO AE 57679",2025-05-25,"COPD, diabetes, hypertension, opioid addiction","lisinopril, atorvastatin",15.3,127.3,268-47-3592,558-996-9025,True
bdda4db1-4ef3-4641-aaf4-3eef618e5887,Daniel,H,Coleman,Daniel H Coleman,male,1953-02-04,"1873 Dana Island, Nashview, MD 23550",2025-02-15,"arthritis, hypertension, COPD, pregnancy, opioid addiction","albuterol, atorvastatin",,,076-19-5367,(814)843-5328x9521,True
4dc3bb39-d1aa-44dd-8c2d-2a74d73d3c47,Brady,I,Mullins,Brady I Mullins,male,1980-02-09,"728 Meza Rue, Ryanchester, MA 48484",2025-04-07,"asthma, hypertension, diabetes, pregnancy, opioid addiction","atorvastatin, metformin",11.5,195.9,850-25-8454,3824071854,True
c4dcd3c6-c898-4692-8e3e-906e9a70425b,Bianca,A,Cook,Bianca A Cook,female,1935-10-17,"151 Boyd Dale Suite 372, Donnaborough, ID 55453",2025-03-23,"asthma, diabetes, HIV",,,,474-73-5780,(939)379-5558x58077,True
12d7bb33-ff82-4dcb-bd4e-d04a79a40082,Catherine,D,Tucker,Catherine D Tucker,female,1942-01-12,"7653 Gary Hill Apt. 999, Danaport, NJ 02114",2025-04-21,"arthritis, COPD, diabetes, HIV",albuterol,11.4,140.7,658-35-9372,001-371-951-4291x210,True
ace2b5b1-9eb5-428e-a8b8-a25a4c2c7307,Raymond,W,Mcdaniel,Raymond W Mcdaniel,male,1967-09-24,"709 Richard Rue, Johnborough, GA 93599",2025-02-26,"COPD, asthma, hypertension, pregnancy, HIV",albuterol,11.3,143.7,791-20-9623,5906192081,True
5c5b30e4-e1f0-4a71-b121-29f2a569827c,Tonya,X,Macdonald,Tonya X Macdonald,female,1943-05-25,"131 Higgins Mountain Apt. 605, Stuartbury, MA 86433",2025-07-30,"asthma, hypertension, depression, HIV",lisinopril,12.4,95.0,562-09-8752,667-474-2182x54936,True
f231409d-5ac6-4f3a-aeaf-6e046cce429b,Kelly,W,Brown,Kelly W Brown,female,2004-03-12,"7080 Micheal Summit Apt. 666, Ryanfurt, AL 32664",2025-01-21,"depression, HIV",metformin,14.6,118.2,857-76-5072,953.373.5841x564,True
c8eee729-0c25-45ad-930c-c2c1eac5604b,Natalie,L,Owens,Natalie L Owens,female,2021-09-25,"466 Cesar Views Apt. 512, Danielhaven, FL 87310",2025-06-16,"diabetes, arthritis, depression, HIV","metformin, lisinopril",13.7,100.8,559-32-4511,372.895.3306,True
f6a70d11-87f4-4981-ad16-865ef74876f5,Duane,N,Mccall,Duane N Mccall,male,1955-01-31,"14096 Leslie Prairie, North Michelle, NE 84637",2025-04-29,"depression, asthma, pregnancy, opioid addiction",metformin,,,123-59-9589,(631)427-9058x855,True
13a84a05-342b-45ec-add8-119070791bdf,Elizabeth,V,Goodwin,Elizabeth V Goodwin,female,1964-08-02,"828 Michael Island Suite 203, East Staceyview, FL 89679",2025-05-12,"COPD, hypertension, opioid addiction",,,,432-60-1409,+1-376-888-6331x3851,True
117d0258-a216-45ed-b31c-59906caf50a7,Matthew,T,Johnson,Matthew T Johnson,male,2005-04-12,"22688 Adkins Rest Apt. 303, New Josephview, SD 23034",2025-04-18,"asthma, pregnancy, HIV",,,,119-38-6094,563.907.3391,True
3ef70148-f444-4bf2-868b-24be2877f3ad,Yolanda,Z,Small,Yolanda Z Small,female,1959-11-01,"USS Sanders, FPO AP 71242",2025-04-03,"diabetes, opioid addiction",,13.6,134.5,074-27-2414,330.529.2277x97357,True
dfb27223-a007-4956-8e17-0606d5aea634,William,H,Curtis,William H Curtis,male,1964-07-06,"8934 Brittany Dale, Stephenfurt, UT 73648",2025-04-18,"depression, asthma, pregnancy, HIV",,,,075-90-3168,935.382.9422x866,True
48601de7-f05c-4017-a9f2-161952bd9598,Angela,A,May,Angela A May,female,1954-01-20,"73496 Matthew Place Suite 918, Port John, MP 79813",2025-01-08,"COPD, opioid addiction","metformin, lisinopril",15.6,85.7,812-40-3044,001-302-445-6354x98910,True
d46b58b2-baa1-4c7c-aafb-a983c35e3af6,Steve,V,Ortiz,Steve V Ortiz,male,1982-05-23,"54747 Li Rapids Suite 884, North Sharonbury, AR 33410",2025-03-23,"asthma, pregnancy, opioid addiction",metformin,15.9,70.5,683-11-7984,+1-831-622-3832x626,True
484f2c75-cf77-4f72-825b-2fa459a4da6e,Melissa,S,King,Melissa S King,female,1964-12-22,"61763 Kevin Field Suite 038, South Jessica, ND 89237",2025-01-19,"diabetes, depression, opioid addiction","metformin, lisinopril",,,595-62-5521,803.232.2843x37318,True
ef092643-ca1e-4428-903a-fdd4271ad9cd,Angela,P,Harris,Angela P Harris,female,1945-11-02,"027 Trevino Groves, Richardsshire, MP 87465",2025-07-28,"diabetes, arthritis, COPD, HIV",,,,154-12-0591,963.591.4268,True
0eb0ec21-52d8-4760-a1e9-45669368cc9a,Jade,E,Reed,Jade E Reed,female,1979-09-02,"33301 Anderson Plaza Suite 669, Jamesstad, MP 75767",2025-08-04,"diabetes, hypertension, opioid addiction",,12.2,134.7,579-54-7560,509-926-8144,True
399b57c0-73c1-4b4e-9ee3-66c98cf1bd1e,Jacob,R,Marshall,Jacob R Marshall,male,1956-05-25,"9003 Scott Canyon, North Adam, FM 79810",2025-03-03,"depression, hypertension, pregnancy, opioid addiction",,,,341-15-6493,001-897-824-0033x44263,True
f1fcc3c0-4f2e-4969-af76-6e2fa46922b3,Randy,Q,Clark,Randy Q Clark,male,2011-05-31,"20953 Brown Mission Apt. 192, South Maria, IN 83592",2025-05-13,"depression, hypertension, pregnancy, HIV","albuterol, lisinopril",,,574-45-2190,(359)368-2045x009,True
76da60b8-30ec-4c35-93d9-27ea0d4f0374,Christine,L,Stevenson,Christine L Stevenson,female,1989-07-29,"4845 Patrick Garden, South Juliashire, VA 50527",2025-02-16,"asthma, opioid addiction",,13.1,110.4,482-65-2995,790-217-5797x938,True
f660a33b-66e4-4d61-8c0e-92061e8f0621,Kimberly,I,Guerrero,Kimberly I Guerrero,female,1987-06-21,"408 Salazar Burgs, North Patrickland, NE 05530",2025-06-23,"hypertension, COPD, opioid addiction","lisinopril, sertraline",12.8,194.9,105-88-4882,+1-832-499-6548x205,True
8f5bd1ef-913e-463b-af0e-0ef9c779c2bf,Melissa,S,Brown,Melissa S Brown,female,1966-08-01,"2791 Adam Forge Suite 043, Brucehaven, LA 12007",2025-04-28,"arthritis, diabetes, opioid addiction",,13.7,105.5,356-28-4194,783-301-0722x834,True
ac65725b-8ca0-4b40-bf96-236c4f24a4c0,Kenneth,X,Horn,Kenneth X Horn,male,1984-12-12,"1803 Dickerson Springs Suite 968, New Bridget, WY 16943",2025-04-07,"arthritis, COPD, hypertension, pregnancy, HIV",,,,633-72-8092,001-205-269-9923,True
3230f108-f9af-4489-a743-9b6b3ce63726,Melissa,Z,Mendez,Melissa Z Mendez,female,1955-10-13,"PSC 8848, Box 5404, APO AP 00819",2025-02-01,"arthritis, depression, diabetes, opioid addiction",,16.5,78.6,562-09-2309,3482427601,True
d7894dc9-e83c-414c-8b58-c210167c44d6,Edward,E,Robinson,Edward E Robinson,male,1940-08-16,"232 Christopher Brooks, West Hailey, CA 73705",2025-02-19,"diabetes, hypertension, pregnancy, HIV",,,,029-37-3225,(316)515-2813x558,True
279e8d99-4e90-403e-b1ba-e08e49460114,Jessica,S,Davidson,Jessica S Davidson,female,1983-01-18,"547 Joshua Fort Apt. 301, Andersonberg, OR 15014",2025-05-08,"hypertension, depression, opioid addiction",lisinopril,15.6,167.2,776-69-0401,001-502-992-4854x94978,True
b6ea393a-302c-498f-85fe-68367200a594,Gregory,X,Dixon,Gregory X Dixon,male,1950-02-10,"124 Hart Greens Apt. 654, Lake Tina, SC 95289",2025-05-02,"COPD, pregnancy, opioid addiction",,14.8,143.6,584-78-8239,001-599-219-5688x1596,True
6964c640-4196-451c-b0e3-22118e29f826,Charles,P,Garcia,Charles P Garcia,male,1967-10-19,"8969 Albert Creek Apt. 247, East Jacqueline, MD 73454",2025-02-03,"COPD, hypertension, pregnancy, HIV",,,,614-09-2534,560.831.7629,True
96ba7922-e521-4bbc-bdc7-48af08f00748,Tamara,K,Barrera,Tamara K Barrera,female,2024-09-27,"2955 Howard Harbor, West Amyton, ND 74746",2025-05-18,"diabetes, asthma, depression, opioid addiction","albuterol, metformin",,,035-98-9937,001-403-854-0568x351,True
fdedb8ba-493e-4fc1-aece-a77b59165858,Daniel,V,Hall,Daniel V Hall,male,1997-03-25,"91106 Phillips Orchard, Perezborough, CT 01775",2025-04-09,"diabetes, asthma, pregnancy, opioid addiction","atorvastatin, metformin",12.7,196.0,390-38-5036,001-384-868-2307x68223,True
89e236d6-d30f-49cc-a2a9-9f52b81222b0,Shane,U,Myers,Shane U Myers,male,1946-12-29,"1151 Keith Village Apt. 280, West Michael, TX 13457",2025-05-11,"asthma, diabetes, hypertension, pregnancy, HIV",lisinopril,15.6,85.1,187-44-0021,955-805-1146x510,True
c536d072-7ba2-46c9-89d8-10587b1ede66,Nancy,R,Mason,Nancy R Mason,female,2015-07-27,"42849 Smith Mills Apt. 771, Markton, MD 44421",2025-03-10,"hypertension, opioid addiction",,,,443-30-7746,2209998311,True
2cc76b47-e63d-4321-9230-1a301cd53d43,David,Z,Carson,David Z Carson,male,1970-10-17,"88642 Carolyn Wells, Port Shaun, MI 68361",2025-02-13,"asthma, hypertension, depression, pregnancy, HIV",,15.6,161.4,760-80-7179,450.613.4070x6421,True
961122cd-779d-47aa-be64-dbe4f1205a87,Robyn,M,Davis,Robyn M Davis,female,1957-09-30,"590 Jeff Dam Apt. 237, Melendezburgh, WI 82052",2025-06-22,"diabetes, asthma, opioid addiction",,,,530-34-0021,441.818.6611x403,True
de24561e-dfa5-4d14-91e6-552f6252e99e,Heather,B,Becker,Heather B Becker,female,1949-01-08,"5384 Lauren Points Apt. 705, Lake Amandaland, FM 43714",2025-02-22,"depression, asthma, HIV","atorvastatin, albuterol",15.8,185.7,381-54-6792,+1-546-431-9364x30450,True
69cccfd4-ca1e-4e1e-b0ba-74f3104e6d48,Matthew,M,Martinez,Matthew M Martinez,male,2023-06-04,"37024 Shirley Course Apt. 574, Lake Karen, IA 82810",2025-05-22,"depression, COPD, asthma, pregnancy, opioid addiction",albuterol,,,616-63-3024,312-656-4119x0923,True
3958b9cc-4306-46d9-b17e-e819f0657995,Cynthia,R,Orozco,Cynthia R Orozco,female,1955-11-15,"1481 Sarah Ford, West Micheal, LA 47931",2025-02-22,"diabetes, HIV",,15.8,188.2,131-63-7680,545.722.8606,True
cc4cd4d1-b31a-4b92-b3a1-045beee4f930,Belinda,Z,Solomon,Belinda Z Solomon,female,1940-03-07,"04985 Love Rest, Mathewsview, MH 02886",2025-01-02,"depression, hypertension, opioid addiction",,11.3,128.8,304-33-3837,523.842.3117,True
594095ab-e16c-453a-910b-b32465e3179a,Savannah,U,Ross,Savannah U Ross,female,1959-10-11,"044 Medina Center Apt. 040, Michaelshire, OK 66207",2025-02-17,"asthma, opioid addiction",,,,148-69-6220,001-553-437-6682x512,True
01334bc5-2f4f-4a2f-8018-052a5a60bf95,Elizabeth,F,Graham,Elizabeth F Graham,female,1974-11-05,"6971 Michael Cliff Suite 037, Hunterport, SD 07377",2025-01-20,"asthma, diabetes, depression, HIV",,,,293-30-5150,(413)661-1068x635,True
c2f686d7-3489-4eb1-9b54-31ddba23cac3,Megan,T,Jenkins,Megan T Jenkins,female,1941-06-11,"9520 Vega Lights Apt. 734, Lake Jennifer, MH 76596",2025-02-22,"asthma, HIV",,16.3,173.9,182-33-4463,(912)464-4153x253,True
661689c5-2d09-4f1e-a393-5abdc1785cde,Scott,Q,Lopez,Scott Q Lopez,male,1987-01-24,"500 Michael Well, Colemanton, CA 98618",2025-08-15,"depression, COPD, pregnancy, opioid addiction",atorvastatin,12.6,86.4,606-21-7615,+1-438-429-8435x5842,True
ff1662b9-7139-439a-aca0-aee30a094da1,Anita,T,Maynard,Anita T Maynard,female,1988-12-16,"340 Dawson Port, Johnmouth, AR 37625",2025-04-19,"arthritis, asthma, diabetes, opioid addiction","lisinopril, sertraline",,,225-94-9114,788-969-4918x718,True
b88fece6-6cda-43a4-9902-d2c7d1dc90f8,Denise,H,Parks,Denise H Parks,female,1958-09-30,"05418 Rodriguez Extension Apt. 209, New Alexchester, MO 35851",2025-02-26,"arthritis, depression, hypertension, opioid addiction",,11.9,109.4,434-32-0053,(842)673-3176x24717,True
e61fa274-e4ef-4b05-a8ba-2ccb7a664b7a,William,A,Cobb,William A Cobb,male,1959-11-30,"638 Hailey Grove, North Jo, WI 45542",2025-01-05,"arthritis, hypertension, pregnancy, HIV","lisinopril, sertraline",13.0,154.7,265-74-8491,(727)290-8266x4599,True
5de8c630-80be-43a3-a9a3-8d00fdaaa759,Nicholas,K,Lewis,Nicholas K Lewis,male,1965-12-16,"5195 Mathews Branch, Torreshaven, VI 52874",2025-08-20,"COPD, asthma, depression, pregnancy, opioid addiction",metformin,12.5,168.8,661-42-2381,479-299-8368,True
c31c616f-a030-4065-960e-00b5fc88d819,Brandon,T,Johnson,Brandon T Johnson,male,1977-04-17,"6406 Adams Roads Suite 518, Monicatown, IL 55501",2025-02-17,"asthma, pregnancy, opioid addiction",,14.7,149.5,764-40-6982,(519)801-4885x5537,True
ce74324a-7c0d-46ed-91fb-56cc84afc8de,Monique,N,Meyer,Monique N Meyer,female,1980-09-08,"806 Salazar Greens, Port Madison, KY 62765",2025-02-03,"COPD, HIV",,,,280-35-5198,495-885-1311x0512,True
09ae546d-9588-407c-9358-95d25f1937d4,Adam,D,Clark,Adam D Clark,male,1998-11-10,"07129 Howell Crest Suite 362, Lopezmouth, OK 82255",2025-02-07,"diabetes, depression, pregnancy, HIV","lisinopril, atorvastatin",,,043-62-6494,6984856904,True
75fc314b-1d4d-4cfc-af73-9d322318225d,Joshua,W,Allison,Joshua W Allison,male,1980-12-24,"58413 Brittany Summit, Whiteland, WV 16154",2025-06-24,"COPD, asthma, depression, pregnancy, HIV",,12.8,164.6,728-79-4654,(713)395-7729,True
6802d918-c967-4fdd-9d5d-fe5ee6fe0f2a,Luis,J,Pham,Luis J Pham,male,1936-03-29,"58419 Gillespie Well, Port Carrie, WA 53322",2025-04-14,"depression, pregnancy, opioid addiction",,,,714-15-0227,220-215-8029,True
4acfe6a6-4cce-4704-b533-58096cb4412f,Amber,Q,Burgess,Amber Q Burgess,female,1960-01-04,"0504 Benitez Locks Apt. 454, Port Penny, IL 29025",2025-07-14,"hypertension, diabetes, opioid addiction",metformin,11.2,82.9,447-88-2388,+1-495-919-6677x2121,True
40dce8e1-df9b-4c51-bd50-ef1a5363bed7,Eric,R,Liu,Eric R Liu,male,2017-07-14,"0584 Cynthia Station Suite 138, New Anamouth, UT 05578",2025-03-02,"diabetes, pregnancy, HIV",,12.4,163.7,658-15-2175,948-370-3380x0780,True
